s,p,o
http://kbpedia.org/kko/rc/BookCopy,kko:isAbout,http://www.wikidata.org/entity/Q571
http://kbpedia.org/kko/rc/BoosterSeat,kko:isAbout,http://www.wikidata.org/entity/Q4402404
http://kbpedia.org/kko/rc/BrakeDrum,kko:isAbout,http://www.wikidata.org/entity/Q854852
http://kbpedia.org/kko/rc/BrazingMachinery,kko:isAbout,http://www.wikidata.org/entity/Q13389141
http://kbpedia.org/kko/rc/Breakdancer,kko:isAbout,http://www.wikidata.org/entity/Q169737
http://kbpedia.org/kko/rc/BreastPumpAccessory,kko:isAbout,http://www.wikidata.org/entity/Q427017
http://kbpedia.org/kko/rc/Breech_GunPart,kko:isAbout,http://www.wikidata.org/entity/Q1933955
http://kbpedia.org/kko/rc/BruneiPerson,kko:isAbout,http://www.wikidata.org/entity/Q921
http://kbpedia.org/kko/rc/BuildingConstructionService,kko:isAbout,http://www.wikidata.org/entity/Q385378
http://kbpedia.org/kko/rc/BuildingMaintenanceService,kko:isAbout,http://www.wikidata.org/entity/Q837060
