frag_new,frag_old,qid,p,version_status,old_qid,id_type
Anthocerotopsida,,Q12207651,owl:equivalentClass,ADDED,,rc
Anthozoa,,Q28524,owl:equivalentClass,ADDED,,rc
AnthraxInfection,,Q24616676,owl:equivalentClass,ADDED,,rc
Anti_AbortionMovement,,Q30331943,owl:equivalentClass,ADDED,,rc
Antiarthritic,,Q108179443,owl:equivalentClass,ADDED,,rc
Antibacterial,,Q24153252,owl:equivalentClass,ADDED,,rc
AntiBlackRacism,,Q23047461,owl:equivalentClass,ADDED,,rc
AntibodyDrugConjugate,,Q4774572,owl:equivalentClass,ADDED,,rc
AntiClassicalLiberalism,,Q25228608,owl:equivalentClass,ADDED,,rc
Anticommunist,,Q8255709,owl:equivalentClass,ADDED,,rc
AntiCorruptionMeasure,,Q6969356,owl:equivalentClass,ADDED,,rc
AntifungalMacrolide,,Q75069044,owl:equivalentClass,ADDED,,rc
AntifungalPeptide,,Q110321405,owl:equivalentClass,ADDED,,rc
AntigoutAgent,,Q50430022,owl:equivalentClass,ADDED,,rc
AntiHaitianSentiment,,Q23258141,owl:equivalentClass,ADDED,,rc
AntiHepatitisCAgent,,Q22921233,owl:equivalentClass,ADDED,,rc
AntiHomophobia,,Q8255720,owl:equivalentClass,ADDED,,rc
AntiIndigenousRacism,,Q19353068,owl:equivalentClass,ADDED,,rc
AntiIndigenousRacismInTheAmericas,,Q25225772,owl:equivalentClass,ADDED,,rc
AntiInfluenzaAgent,,Q8255742,owl:equivalentClass,ADDED,,rc
Antilocapridae,,Q3581369,owl:equivalentClass,ADDED,,rc
Antilopinae,,Q462736,owl:equivalentClass,ADDED,,rc
AntiMarxism,,Q20962943,owl:equivalentClass,ADDED,,rc
AntimonyCompound,,Q7215198,owl:equivalentClass,ADDED,,rc
AntimonyMineral,,Q8879548,owl:equivalentClass,ADDED,,rc
Antinatalist,,Q18635517,owl:equivalentClass,ADDED,,rc
AntiNationalSentiment,,Q7487052,owl:equivalentClass,ADDED,,rc
AntinuclearPowerMovement,,Q9589923,owl:equivalentClass,ADDED,,rc
AntiPiracy,,Q8255780,owl:equivalentClass,ADDED,,rc
AntiProstitutionFeminism,,Q8255791,owl:equivalentClass,ADDED,,rc
Antiquark,,Q2052084,owl:equivalentClass,ADDED,,rc
AntiquityInPopularCulture,,Q7599460,owl:equivalentClass,ADDED,,rc
AntiTortureLaw,,Q8255914,owl:equivalentClass,ADDED,,rc
AntivirusSoftwareForLinux,,Q16788766,owl:equivalentClass,ADDED,,rc
AntiWhiteRacism,,Q23047460,owl:equivalentClass,ADDED,,rc
AntiZoroastrianism,,Q8255569,owl:equivalentClass,ADDED,,rc
Antrostomus,,Q1573935,owl:equivalentClass,ADDED,,rc
ApacheCulture,,Q25025714,owl:equivalentClass,ADDED,,rc
ApartheidInSouthAfrica,,Q9411881,owl:equivalentClass,ADDED,,rc
APECSummit,,Q10162570,owl:equivalentClass,ADDED,,rc
ApesFromLanguageStudies,,Q8256987,owl:equivalentClass,ADDED,,rc
Aphelenchoididae,,Q929670,owl:equivalentClass,ADDED,,rc
Aphelidiales,,Q53818214,owl:equivalentClass,ADDED,,rc
Aphelidiomycetes,,Q53818216,owl:equivalentClass,ADDED,,rc
Aphelidiomycota,,Q53818217,owl:equivalentClass,ADDED,,rc
AphylacticProjection,,Q56190124,owl:equivalentClass,ADDED,,rc
Apiaceae,,Q145794,owl:equivalentClass,ADDED,,rc
Apiales,,Q21138,owl:equivalentClass,ADDED,,rc
Aplacophora,,Q213228,owl:equivalentClass,ADDED,,rc
ApocryphalActs,,Q9033466,owl:equivalentClass,ADDED,,rc
Apocynaceae,,Q173756,owl:equivalentClass,ADDED,,rc
Apodiformes,,Q25950,owl:equivalentClass,ADDED,,rc
ApolloInArt,,Q13316966,owl:equivalentClass,ADDED,,rc
ApostolicNunciosToScandinavia,,Q8257369,owl:equivalentClass,ADDED,,rc
Appendectomy,,Q620840,owl:equivalentClass,ADDED,,rc
AppetizerCourse,,Q14915034,owl:equivalentClass,ADDED,,rc
AppleIncAcquisition,,Q13245391,owl:equivalentClass,ADDED,,rc
AppleIncHardware,,Q6046437,owl:equivalentClass,ADDED,,rc
AppleIncIndustrialDesign,,Q13245396,owl:equivalentClass,ADDED,,rc
AppleIncService,,Q6768257,owl:equivalentClass,ADDED,,rc
AppleIncSoftware,,Q6937473,owl:equivalentClass,ADDED,,rc
ApplicationForm,,Q676108,owl:equivalentClass,ADDED,,rc
ApplicationLayerProtocol,,Q7348550,owl:equivalentClass,ADDED,,rc
ApplicationOfCryptography,,Q8257622,owl:equivalentClass,ADDED,,rc
ApplicationServiceProvider,,Q621601,owl:equivalentClass,ADDED,,rc
ApplicationSoftwareSuite,,Q6991002,owl:equivalentClass,ADDED,,rc
AppliedLearning,,Q6966268,owl:equivalentClass,ADDED,,rc
AppliedMachineLearning,,Q8257640,owl:equivalentClass,ADDED,,rc
AppointedOffice,,Q112806846,owl:equivalentClass,ADDED,,rc
Appositive,,Q321056,owl:equivalentClass,ADDED,,rc
Approval_CommunicationAct,,Q526530,owl:equivalentClass,ADDED,,rc
Apterygidae,,Q3621064,owl:equivalentClass,ADDED,,rc
Apterygiformes,,Q11085824,owl:equivalentClass,ADDED,,rc
Apusomonadales,,Q4782334,owl:equivalentClass,ADDED,,rc
Apusomonadida,,Q4782334,owl:equivalentClass,ADDED,,rc
AquaticEcology,,Q104196941,owl:equivalentClass,ADDED,,rc
AquaticInvertebrate,,Q107559721,owl:equivalentClass,ADDED,,rc
AquaticPlant,,Q186101,owl:equivalentClass,ADDED,,rc
AquaticSportsEvent,,Q21246076,owl:equivalentClass,ADDED,,rc
Ara,,Q213984,owl:equivalentClass,ADDED,,rc
ArabAmericanCulture,,Q8258104,owl:equivalentClass,ADDED,,rc
ArabicCalligraphy,,Q8258338,owl:equivalentClass,ADDED,,rc
ArabicGivenName,,Q8879972,owl:equivalentClass,ADDED,,rc
ArabicInscription,,Q8258337,owl:equivalentClass,ADDED,,rc
ArabicLanguageCulture,,Q6972132,owl:equivalentClass,ADDED,,rc
ArabicLanguageName,,Q8258315,owl:equivalentClass,ADDED,,rc
ArabicLanguageSurname,,Q7458206,owl:equivalentClass,ADDED,,rc
ArabicOrthography,,Q13245455,owl:equivalentClass,ADDED,,rc
ArabicSpeakingCountryOrTerritory,,Q6943095,owl:equivalentClass,ADDED,,rc
ArabicWordOrPhrase,,Q5858527,owl:equivalentClass,ADDED,,rc
ArabidopsisThalianaGene,,Q15147727,owl:equivalentClass,ADDED,,rc
ArabIsraeliPeaceProcess,,Q23541758,owl:equivalentClass,ADDED,,rc
ArabPastry,,Q25227698,owl:equivalentClass,ADDED,,rc
AramaicWriting,,Q26978,owl:equivalentClass,ADDED,,rc
Araneomorphae,,Q12084,owl:equivalentClass,ADDED,,rc
Arapaimidae,,Q525579,owl:equivalentClass,ADDED,,rc
Araucariales,,Q9158844,owl:equivalentClass,ADDED,,rc
ArawakanLanguages,,Q626753,owl:equivalentClass,ADDED,,rc
ArbilProvinceIraq,,Q132754,owl:equivalentClass,ADDED,,rc
ArbitrationCase,,Q13245464,owl:equivalentClass,ADDED,,rc
Arcellinida,,Q136129,owl:equivalentClass,ADDED,,rc
ArchaeaSpecies,,Q13245469,owl:equivalentClass,ADDED,,rc
ArchaeaTaxonomicFamily,,Q8258968,owl:equivalentClass,ADDED,,rc
ArchaeaTaxonomicOrder,,Q8258969,owl:equivalentClass,ADDED,,rc
Archaeoastronomer,,Q8882512,owl:equivalentClass,ADDED,,rc
ArchaeologicalCorpora,,Q7141175,owl:equivalentClass,ADDED,,rc
ArchaeologicalTerminology,,Q8881097,owl:equivalentClass,ADDED,,rc
ArchaeologicalTheft,,Q8260005,owl:equivalentClass,ADDED,,rc
ArchaeologyInPopularCulture,,Q15309862,owl:equivalentClass,ADDED,,rc
Archaeosporales,,Q1055410,owl:equivalentClass,ADDED,,rc
ArchbishopsOfWesternEurope,,Q8260354,owl:equivalentClass,ADDED,,rc
ArchdeaconsOfTobago,,Q16789428,owl:equivalentClass,ADDED,,rc
ArcheanAfrica,,Q25240262,owl:equivalentClass,ADDED,,rc
ArcheanLife,,Q13245527,owl:equivalentClass,ADDED,,rc
ArcheanVolcanism,,Q8260502,owl:equivalentClass,ADDED,,rc
Archelon,,Q632618,owl:equivalentClass,ADDED,,rc
ArcheryCompetition,,Q8260603,owl:equivalentClass,ADDED,,rc
ArcheryRange,,Q4786148,owl:equivalentClass,ADDED,,rc
Archidiaceae,,Q2860105,owl:equivalentClass,ADDED,,rc
Archidiales,,Q17259263,owl:equivalentClass,ADDED,,rc
Architaenioglossa,,Q135056,owl:equivalentClass,ADDED,,rc
ArchitecturalCommunication,,Q7479272,owl:equivalentClass,ADDED,,rc
ArchitecturalTerminology,,Q8260755,owl:equivalentClass,ADDED,,rc
ArchitectureRecord,,Q8260943,owl:equivalentClass,ADDED,,rc
Architeuthidae,,Q16532154,owl:equivalentClass,ADDED,,rc
ArcticResearch,,Q6933189,owl:equivalentClass,ADDED,,rc
ArenaFootballLeagueDivision,,Q8261523,owl:equivalentClass,ADDED,,rc
ArenaFootballLeagueSeason,,Q8261562,owl:equivalentClass,ADDED,,rc
ArenaFootballLeagueTerminology,,Q8261565,owl:equivalentClass,ADDED,,rc
ArenaFootballLeagueUniform,,Q8261566,owl:equivalentClass,ADDED,,rc
Arenaria,,Q4865776,owl:equivalentClass,ADDED,,rc
Argasidae,,Q640684,owl:equivalentClass,ADDED,,rc
ArgasidTick,,Q640684,owl:equivalentClass,ADDED,,rc
Argenteohyla,,Q10735067,owl:equivalentClass,ADDED,,rc
ArgentineMilitaryReconnaissanceAircraft,,Q8262387,owl:equivalentClass,ADDED,,rc
Aristidoideae,,Q8204443,owl:equivalentClass,ADDED,,rc
ArizonaCulture,,Q6528437,owl:equivalentClass,ADDED,,rc
ArkansasCulture,,Q8263490,owl:equivalentClass,ADDED,,rc
Arm,,Q43471,owl:equivalentClass,ADDED,,rc
ArmChair,,Q16263308,owl:equivalentClass,ADDED,,rc
ArmedForcesDiving,,Q8263673,owl:equivalentClass,ADDED,,rc
ArmenianApostolicChristian,,Q8263778,owl:equivalentClass,ADDED,,rc
ArmenianApostolicChurchInLebanon,,Q29588173,owl:equivalentClass,ADDED,,rc
ArmenianApostolicDiocese,,Q9521648,owl:equivalentClass,ADDED,,rc
ArmenianChildren,,Q22137171,owl:equivalentClass,ADDED,,rc
ArmenianFamily,,Q8263972,owl:equivalentClass,ADDED,,rc
ArmenianLanguageCulture,,Q8263765,owl:equivalentClass,ADDED,,rc
ArmenianLanguageSurname,,Q6419570,owl:equivalentClass,ADDED,,rc
ArmenianMen,,Q8264021,owl:equivalentClass,ADDED,,rc
ArmenianSpeakingCountryOrTerritory,,Q8263786,owl:equivalentClass,ADDED,,rc
ArmenianWarCasualty,,Q8264176,owl:equivalentClass,ADDED,,rc
ArmenianWordOrPhrase,,Q8264190,owl:equivalentClass,ADDED,,rc
ArmorBattalion,,Q47229311,owl:equivalentClass,ADDED,,rc
ArmouredUnitOrFormation,,Q7639549,owl:equivalentClass,ADDED,,rc
Armpit,,Q499,owl:equivalentClass,ADDED,,rc
Armwear,,Q8264453,owl:equivalentClass,ADDED,,rc
ArmyBase,,Q136558797,owl:equivalentClass,ADDED,,rc
Arrangement,,Q6671777,owl:equivalentClass,ADDED,,rc
ArrangersOfChurchMusic,,Q8264621,owl:equivalentClass,ADDED,,rc
ArrowHead,,Q1643900,owl:equivalentClass,ADDED,,rc
Arrowroot_Starch,,Q106923082,owl:equivalentClass,ADDED,,rc
ArseniteIon,,Q71241815,owl:equivalentClass,ADDED,,rc
ArsonAttacksOnVehicles,,Q8264848,owl:equivalentClass,ADDED,,rc
ArtByPeriod,,Q8994074,owl:equivalentClass,ADDED,,rc
ArteryOfTheAbdomen,,Q7046980,owl:equivalentClass,ADDED,,rc
ArteryOfTheTorso,,Q8266075,owl:equivalentClass,ADDED,,rc
ArthrodialJoint,,Q7201013,owl:equivalentClass,ADDED,,rc
Arthroleptidae,,Q55455,owl:equivalentClass,ADDED,,rc
ArthurianLiteratureInMiddleEnglish,,Q8266146,owl:equivalentClass,ADDED,,rc
ArticlesOfTheUnitedStatesConstitution,,Q8267759,owl:equivalentClass,ADDED,,rc
Articulata,,Q607044,owl:equivalentClass,ADDED,,rc
ArticulatedRobotics,,Q8269803,owl:equivalentClass,ADDED,,rc
ArtificialIntelligenceConference,,Q8269818,owl:equivalentClass,ADDED,,rc
ArtificialIntelligenceLaboratory,,Q8269819,owl:equivalentClass,ADDED,,rc
ArtificialLighting,,Q66116268,owl:equivalentClass,ADDED,,rc
ArtificialMaterial,,Q3300022,owl:equivalentClass,ADDED,,rc
ArtificialSatellitesOrbitingTheSun,,Q7034100,owl:equivalentClass,ADDED,,rc
ArtilleryShell,,Q318028,owl:equivalentClass,ADDED,,rc
Artiodactyla,,Q25329,owl:equivalentClass,ADDED,,rc
Artist_Performer,,Q16010345,owl:equivalentClass,ADDED,,rc
ArtisticGymnasticsApparatus,,Q19796637,owl:equivalentClass,ADDED,,rc
ArtistTypeByArtForm,,Q171861,owl:equivalentClass,ADDED,,rc
ArtworksInMetal,,Q13313680,owl:equivalentClass,ADDED,,rc
Ascaridoidea,,Q10858753,owl:equivalentClass,ADDED,,rc
Ascidiacea,,Q190090,owl:equivalentClass,ADDED,,rc
AsianAmericanCuisine,,Q25088439,owl:equivalentClass,ADDED,,rc
AsianDiaspora,,Q7043876,owl:equivalentClass,ADDED,,rc
AsianNationalism,,Q24486455,owl:equivalentClass,ADDED,,rc
AsianPeopleByEthnicOrNationalOrigin,,Q6805658,owl:equivalentClass,ADDED,,rc
AsianPeopleByPeriod,,Q8271258,owl:equivalentClass,ADDED,,rc
AsianShamanism,,Q8271291,owl:equivalentClass,ADDED,,rc
Asio,,Q648422,owl:equivalentClass,ADDED,,rc
ASPAccountingSystem,,Q8217798,owl:equivalentClass,ADDED,,rc
Assailant,,Q136136110,owl:equivalentClass,ADDED,,rc
AssameseLanguageSurname,,Q13246135,owl:equivalentClass,ADDED,,rc
AssassinatedJew,,Q8271567,owl:equivalentClass,ADDED,,rc
AssaultTactic,,Q8271742,owl:equivalentClass,ADDED,,rc
AssemblyVote,,Q8271782,owl:equivalentClass,ADDED,,rc
Assignment_Obligation,,Q22906499,owl:equivalentClass,ADDED,,rc
AssistantManager,,Q4809062,owl:equivalentClass,ADDED,,rc
AssistantUnitedStatesAttorney,,Q15178420,owl:equivalentClass,ADDED,,rc
AssociateInScienceDegree,,Q99703497,owl:equivalentClass,ADDED,,rc
Association,,Q15911314,owl:equivalentClass,ADDED,,rc
AssociationFootballEquipment,,Q7213785,owl:equivalentClass,ADDED,,rc
AssociationOfSoutheastAsianNationsLaw,,Q7006640,owl:equivalentClass,ADDED,,rc
AssociationOfSoutheastAsianNationsMeeting,,Q8272667,owl:equivalentClass,ADDED,,rc
AssyrianFamily,,Q8272768,owl:equivalentClass,ADDED,,rc
Astacoidea,,Q7130063,owl:equivalentClass,ADDED,,rc
AstatineCompound,,Q20010904,owl:equivalentClass,ADDED,,rc
AsteraceaeGenus,,Q8272819,owl:equivalentClass,ADDED,,rc
AsteraceaeTribe,,Q28085937,owl:equivalentClass,ADDED,,rc
Asteriidae,,Q135542,owl:equivalentClass,ADDED,,rc
AstonMartinVehicle,,Q9035083,owl:equivalentClass,ADDED,,rc
AstrologicalAge,,Q8272992,owl:equivalentClass,ADDED,,rc
AstrologyByType,,Q8273009,owl:equivalentClass,ADDED,,rc
Astronomer_Amateur,,Q15020911,owl:equivalentClass,ADDED,,rc
AstronomicalDynamicalSystem,,Q6859563,owl:equivalentClass,ADDED,,rc
AstronomicalHypotheis,,Q14756017,owl:equivalentClass,ADDED,,rc
AstronomicalStation,,Q111340425,owl:equivalentClass,ADDED,,rc
AstronomicalSubDisciplines,,Q7158168,owl:equivalentClass,ADDED,,rc
AstronomyInTheArctic,,Q8273578,owl:equivalentClass,ADDED,,rc
AstronomyProject,,Q8273591,owl:equivalentClass,ADDED,,rc
ATFAgent,,Q7010701,owl:equivalentClass,ADDED,,rc
AtheismInPopularCulture,,Q8273837,owl:equivalentClass,ADDED,,rc
AthenaInArt,,Q13317129,owl:equivalentClass,ADDED,,rc
Athene,,Q663507,owl:equivalentClass,ADDED,,rc
Atheriniformes,,Q254606,owl:equivalentClass,ADDED,,rc
Atherinopsidae,,Q1542717,owl:equivalentClass,ADDED,,rc
AthleticsPentathlonAtTheOlympics,,Q16795558,owl:equivalentClass,ADDED,,rc
AthleticsTrackAndFieldEquipment,,Q8274124,owl:equivalentClass,ADDED,,rc
AthleticsTrackAndFieldRecord,,Q6350877,owl:equivalentClass,ADDED,,rc
AtlanticCongoLanguages,,Q771124,owl:equivalentClass,ADDED,,rc
Atlantisia,,Q2418074,owl:equivalentClass,ADDED,,rc
AtmosphericRadiation,,Q8275032,owl:equivalentClass,ADDED,,rc
AtSea,,Q55438959,owl:equivalentClass,ADDED,,rc
AttachedSpacecraft,,Q15402895,owl:equivalentClass,ADDED,,rc
Attachment,,Q230629,owl:equivalentClass,ADDED,,rc
AttemptedMurder,,Q4818169,owl:equivalentClass,ADDED,,rc
Attention,,Q6501338,owl:equivalentClass,ADDED,,rc
AttorneysGeneralInTurkey,,Q25030961,owl:equivalentClass,ADDED,,rc
Attraction,,Q4818701,owl:equivalentClass,ADDED,,rc
AttributeTypes,,Q937228,kko:superClassOf,ADDED,,kko
Auctioneering,,Q1957470,owl:equivalentClass,ADDED,,rc
AudibleMedicalSign,,Q8275474,owl:equivalentClass,ADDED,,rc
Audience,,Q211198,owl:equivalentClass,ADDED,,rc
AudiInMotorsport,,Q25335731,owl:equivalentClass,ADDED,,rc
Audio_Accessory,,Q116961694,owl:equivalentClass,ADDED,,rc
AudioAcceleration,,Q25303939,owl:equivalentClass,ADDED,,rc
AudioEngineering,,Q128124,owl:equivalentClass,ADDED,,rc
AudioMixingSoftware,,Q8275520,owl:equivalentClass,ADDED,,rc
AudioPlayer,,Q8983302,owl:equivalentClass,ADDED,,rc
AudioVisualDevice,,Q138333286,owl:equivalentClass,ADDED,,rc
AudiovisualEphemera,,Q8275561,owl:equivalentClass,ADDED,,rc
AuditingFinancialRecords,,Q8275607,owl:equivalentClass,ADDED,,rc
AudiVehicle,,Q8275504,owl:equivalentClass,ADDED,,rc
AugmentedRealityGlasses,,Q15978715,owl:equivalentClass,ADDED,,rc
Aulacomniaceae,,Q2871750,owl:equivalentClass,ADDED,,rc
Aulacorhynchus,,Q781348,owl:equivalentClass,ADDED,,rc
AuroraAustralis,,Q114612400,owl:equivalentClass,ADDED,,rc
Austinite,,Q408114,owl:equivalentClass,ADDED,,rc
AustralianFootballLeagueRivalry,,Q8276255,owl:equivalentClass,ADDED,,rc
AustralianFootballLeagueSeason,,Q8276256,owl:equivalentClass,ADDED,,rc
AustralianRulesFootballCompetitionSeason,,Q8278017,owl:equivalentClass,ADDED,,rc
AustralianRulesFootballGoverningBody,,Q8278042,owl:equivalentClass,ADDED,,rc
AustralianRulesFootballGrounds,,Q8278046,owl:equivalentClass,ADDED,,rc
AustralianRulesFootballOutsideAustralia,,Q8278079,owl:equivalentClass,ADDED,,rc
AustralianRulesFootballTacticsAndSkills,,Q8278087,owl:equivalentClass,ADDED,,rc
AustralianRulesFootballTerminology,,Q8278093,owl:equivalentClass,ADDED,,rc
Australiteuthidae,,Q21027118,owl:equivalentClass,ADDED,,rc
AustralopithecusFossil,,Q10218681,owl:equivalentClass,ADDED,,rc
AustrianAndAustroHungarianFighterAircraft,,Q7029246,owl:equivalentClass,ADDED,,rc
AustrianAndAustroHungarianMilitaryReconnaissanceAircraft,,Q7029343,owl:equivalentClass,ADDED,,rc
AustronesianInscription,,Q8279728,owl:equivalentClass,ADDED,,rc
Autarchoglossa,,Q61882053,owl:equivalentClass,ADDED,,rc
AutocrossRacing,,Q15310803,owl:equivalentClass,ADDED,,rc
AutodeskAcquisition,,Q7951671,owl:equivalentClass,ADDED,,rc
AutoInsuranceInTheUnitedStates,,Q8279777,owl:equivalentClass,ADDED,,rc
AutomaticClimateControl,,Q173725,owl:equivalentClass,ADDED,,rc
AutomobileManufacturingOrganization,,Q786820,owl:equivalentClass,ADDED,,rc
AutomobileTire,,Q43716070,owl:equivalentClass,ADDED,,rc
AutomobileTypeByBodyStyle,,Q15729598,owl:equivalentClass,ADDED,,rc
AutomotiveDevice,,Q138333325,owl:equivalentClass,ADDED,,rc
AutomotiveElectrics,,Q8280361,owl:equivalentClass,ADDED,,rc
AutomotiveFluid,,Q117209228,owl:equivalentClass,ADDED,,rc
AutonomicNervousSystemDrug,,Q375737,owl:equivalentClass,ADDED,,rc
AutoPartsStore,,Q47516524,owl:equivalentClass,ADDED,,rc
AutoRacingEquipment,,Q8279810,owl:equivalentClass,ADDED,,rc
AutosomalRecessiveDisease,,Q18553440,owl:equivalentClass,ADDED,,rc
AutumnTradition,,Q8280473,owl:equivalentClass,ADDED,,rc
AviationCommunications,,Q8281012,owl:equivalentClass,ADDED,,rc
AvoidingSomething,,Q529781,owl:equivalentClass,ADDED,,rc
AWACSAircraft,,Q7404965,owl:equivalentClass,ADDED,,rc
AwardCertificate,,Q117807495,owl:equivalentClass,ADDED,,rc
AwardsForClassicalTheatre,,Q24927577,owl:equivalentClass,ADDED,,rc
Axis,,Q1147832,owl:equivalentClass,ADDED,,rc
AzerbaijaniEmbroidery,,Q23815277,owl:equivalentClass,ADDED,,rc
AztecSite,,Q8282207,owl:equivalentClass,ADDED,,rc
BabyCarriage,,Q507141,owl:equivalentClass,ADDED,,rc
BabyCarrier,,Q1343262,owl:equivalentClass,ADDED,,rc
Bacillariophyceae,,Q2878349,owl:equivalentClass,ADDED,,rc
Bacillariophyta,,Q9642991,owl:equivalentClass,ADDED,,rc
BackOfHand,,Q66516289,owl:equivalentClass,ADDED,,rc
BackSide,,Q32198402,owl:equivalentClass,ADDED,,rc
BacterialMotility,,Q107525530,owl:equivalentClass,ADDED,,rc
BacteriaPhyla,,Q18753277,owl:equivalentClass,ADDED,,rc
Bacteroidaceae,,Q4840030,owl:equivalentClass,ADDED,,rc
Bacteroidales,,Q3816293,owl:equivalentClass,ADDED,,rc
Bacteroides,,Q133186,owl:equivalentClass,ADDED,,rc
Bacteroidetes,,Q1061265,owl:equivalentClass,ADDED,,rc
BadmintonEquipment,,Q9964462,owl:equivalentClass,ADDED,,rc
BahrainiAmerican,,Q24983306,owl:equivalentClass,ADDED,,rc
BailiwickOfJersey,,Q9428511,owl:equivalentClass,ADDED,,rc
BajaCalifornia_Peninsula,,Q178543,owl:equivalentClass,ADDED,,rc
BakingDish,,Q107401777,owl:equivalentClass,ADDED,,rc
BakingSheet,,Q502335,owl:equivalentClass,ADDED,,rc
Balanoglossus,,Q1768028,owl:equivalentClass,ADDED,,rc
BalearicCulture,,Q8286678,owl:equivalentClass,ADDED,,rc
BalineseCulture,,Q8286705,owl:equivalentClass,ADDED,,rc
BalingStation,,Q111340171,owl:equivalentClass,ADDED,,rc
BalletCompetition,,Q136771252,owl:equivalentClass,ADDED,,rc
BalletsByMarthaGraham,,Q8287015,owl:equivalentClass,ADDED,,rc
BalletStyle,,Q16804204,owl:equivalentClass,ADDED,,rc
BalletTerminology,,Q8286871,owl:equivalentClass,ADDED,,rc
BallroomDanceMusic,,Q8287287,owl:equivalentClass,ADDED,,rc
BalochFamily,,Q24986179,owl:equivalentClass,ADDED,,rc
BalticCulture,,Q8287435,owl:equivalentClass,ADDED,,rc
BambooBuildingOrStructure,,Q31954883,owl:equivalentClass,ADDED,,rc
Bandit,,Q16144978,owl:equivalentClass,ADDED,,rc
BandyEquipment,,Q9495705,owl:equivalentClass,ADDED,,rc
Bangiales,,Q2715035,owl:equivalentClass,ADDED,,rc
BangladeshiCuisineInTheUnitedKingdom,,Q24986584,owl:equivalentClass,ADDED,,rc
Banking,,Q3435731,owl:equivalentClass,ADDED,,rc
BankingGame,,Q64007068,owl:equivalentClass,ADDED,,rc
BankruptcyInEnglandAndWales,,Q24926189,owl:equivalentClass,ADDED,,rc
BankruptcyInScotland,,Q24926187,owl:equivalentClass,ADDED,,rc
BanquetHall,,Q85833489,owl:equivalentClass,ADDED,,rc
BantuCountryOrTerritory,,Q8289233,owl:equivalentClass,ADDED,,rc
BaptistChristianityInTheUnitedKingdom,,Q18089739,owl:equivalentClass,ADDED,,rc
BaptistDenomination,,Q8289375,owl:equivalentClass,ADDED,,rc
BaptistMission,,Q8289381,owl:equivalentClass,ADDED,,rc
BaptistStatementsOfFaith,,Q13247067,owl:equivalentClass,ADDED,,rc
BarangaysOfDavaoDelSur,,Q15187502,owl:equivalentClass,ADDED,,rc
Barbecue,,Q461696,owl:equivalentClass,ADDED,,rc
BarbecueChef,,Q8289743,owl:equivalentClass,ADDED,,rc
BardsOfTheGorsedd,,Q8289862,owl:equivalentClass,ADDED,,rc
BariumIon,,Q27104397,owl:equivalentClass,ADDED,,rc
BarleySeed,,Q61665121,owl:equivalentClass,ADDED,,rc
BarnacleGoose,,Q26680,owl:equivalentClass,ADDED,,rc
BaroqueMusicManuscriptSource,,Q13247121,owl:equivalentClass,ADDED,,rc
Bartramia,,Q2789944,owl:equivalentClass,ADDED,,rc
Basalangiospermidae,,Q2673102,owl:equivalentClass,ADDED,,rc
BaseballContact,,Q8292822,owl:equivalentClass,ADDED,,rc
BaseballCulture,,Q8290679,owl:equivalentClass,ADDED,,rc
BaseballEquipment,,Q8290692,owl:equivalentClass,ADDED,,rc
BaseballGenre,,Q8290688,owl:equivalentClass,ADDED,,rc
BaseballLaborRelations,,Q8290846,owl:equivalentClass,ADDED,,rc
BaseballMuseumOrHallOfFame,,Q8290903,owl:equivalentClass,ADDED,,rc
BaseballPitching,,Q8290952,owl:equivalentClass,ADDED,,rc
BaseballPlayoffsAndChampions,,Q8291042,owl:equivalentClass,ADDED,,rc
BaseballStrategy,,Q8291067,owl:equivalentClass,ADDED,,rc
BaseballTerminology,,Q8891433,owl:equivalentClass,ADDED,,rc
BaseCatalyzedReaction,,Q8290618,owl:equivalentClass,ADDED,,rc
BasicConceptsInInfiniteSetTheory,,Q7180546,owl:equivalentClass,ADDED,,rc
BasicConceptsInSetTheory,,Q7145034,owl:equivalentClass,ADDED,,rc
BasicTaste,,Q21134443,owl:equivalentClass,ADDED,,rc
BasketballCompetition,,Q61337521,owl:equivalentClass,ADDED,,rc
BasketballCulture,,Q9652685,owl:equivalentClass,ADDED,,rc
BasketballEquipment,,Q8291619,owl:equivalentClass,ADDED,,rc
BasketballRanking,,Q15192788,owl:equivalentClass,ADDED,,rc
BasketballRivalry,,Q25041600,owl:equivalentClass,ADDED,,rc
BasketballStrategy,,Q8292091,owl:equivalentClass,ADDED,,rc
BasketballTerminology,,Q7400726,owl:equivalentClass,ADDED,,rc
BasketballTransaction,,Q25335440,owl:equivalentClass,ADDED,,rc
BasqueBasedPidginsAndCreoles,,Q25333720,owl:equivalentClass,ADDED,,rc
BasqueCollaboratorsWithNaziGermany,,Q8292410,owl:equivalentClass,ADDED,,rc
BasqueCulture,,Q8292431,owl:equivalentClass,ADDED,,rc
BasqueGivenName,,Q9241115,owl:equivalentClass,ADDED,,rc
BasqueLanguageEducation,,Q8292379,owl:equivalentClass,ADDED,,rc
BasqueParliament,,Q1253965,owl:equivalentClass,ADDED,,rc
BasqueWomen,,Q25014290,owl:equivalentClass,ADDED,,rc
BasqueWordOrPhrase,,Q8292481,owl:equivalentClass,ADDED,,rc
BathBrush,,Q107194145,owl:equivalentClass,ADDED,,rc
BathingInJapan,,Q8292630,owl:equivalentClass,ADDED,,rc
BathMat,,Q10424543,owl:equivalentClass,ADDED,,rc
BathPillow,,Q117207564,owl:equivalentClass,ADDED,,rc
