rc,alt-labels
AcidType-Arrhenius,Acid-base concept||Acid-Base theories||Arrhenius-Ostwald||Acid-base reaction||Acid-base theories||Acid-base theory||Acid base theories||Acid base theory||Lux-Flood Theory||Acid base reaction||Arrhenius concept||Acid-base chemistry||Lux-Flood||Lux-Flood theory||Usanovich theory||Acid–base||Acid–base reaction theories||Arrhenius acid||Arrhenius base||Bronsted-Lowry Theory||Acid-base||Acid-alkali reaction||Acid-base reactions||Acid-base equilibrium||Arrhenius theory||Acids and Bases||Bronsted-Lowry acid||Acid-base reaction theories||Arrhenius acids||Acid-alkali reactions
AcidType-Bronsted-Lowry,Broensted acid||Broensted base||Active hydrogen||Bronsted Lowry||Proton acid||Protonic acid||Brønsted–Lowry acid-base theory||Brønsted-Lowry acid-base theory||Bronsted–Lowry acid–base theory||Bronsted–Lowry acid-base theory||Brønsted-Lowry Acid||Brønsted–Lowry base||Bronsted-Lowry acid-base theory||Brønsted-Lowry||Brønsted–Lowry Base||Brønsted–Lowry acids||Brønsted-Lowry Theory||Brønsted-Lowry theory||Brønsted base||Brønsted–Lowry acid||Bronstad-Lowry theory||Lowry-Bronstad theory||Conjugation (acid-base theory)||Bronsted acid||Brønsted acid||Bronsted-Lowry||Bronsted–Lowry theory||Brønsted–Lowry||Brønsted–Lowry theory||Brönsted acid||Brönsted base||Proton donor||Lowry-Brønsted acid-base theory||Bronsted-Lowry theory||Brønsted-Lowry acid
AcidType-Diprotic,Diprotic||Diprotic Acid||Diprotic acids
AcidType-Lewis,Lewis base||Lewis acids & bases||Lewis Acid||Lewis acidity||Lewis bases||Lewis' theory of acids and bases||Lewis' Acid-Base Theory||Lewis' Theory||Lewis' acids and bases||Lewis's Acid-Base Theory||Lewis's Theory||Lewis's acids and bases||Lewis acid-base||Lewis Acid-Base Theory||Lewis acid||Lewis Theory||Lewis theory||Lewis acid-base theory||Lewis acids||Lewis basic||Lewis Bases
AcidType-Monoprotic,monobasic acid
AcidType-Oxyacid,Oxoacids||Oxo-acid||Oxy-acid||Oxyacid||Oxygen acid
AcidType-Strong,Strong acid
Acinetobacter,Acinetobacter calcoaceticus anitratus||Acinetobacter infections
AcinetobacterBaumannii,Baumannii||Iraqibacter||Acinetobacter baumanni||A. baumannii
Acmite,Natronaegirin||Agirin||Natronagirin||Aegirines||Achmit||Acmit||Acmita||Acnit||Acnita||Acnite||Aegerine||Aegerit||Aegerite||Aegir (mineral)||Aegirit||Aegirita||Aegyrina||Aegyrine||Aegyrit||Aegyrita||Aegyrite||Aemit||Aemita||Aemite||Agerit||Agirine||Aigirin||Akmit||Egirina||Jadeite-Aegirine||Natronägirin||Ägirin||Acmite||Aegirite
Acne,Bacne||Acne - Myths and Misconceptions||Cystic Acne||Acne Vulgaris||Acne scarring||Acne scar||Acne scars||Anti-acne preparations||Cystic acne||Zit cream||Acne scar treatment||Acne agent||Acne drug||Acne medication||Acne pharmacotherapy||Acne preparation||Anti-acne||Anti-acne agent||Anti-acne drug||Anti-acne medication||Anti-acne pharmacotherapy||Anti-acne preparation||Antiacne||Antiacne agent||Antiacne drug||Antiacne medication||Antiacne pharmacotherapy||Antiacne preparation||Acne indurata||Comedonal acne||Papulopustular acne||Backne||Acne tips||Whitehead acne||Acne||Spot cream||Non-inflammatory acne||Acne and diet||Acne and fluid retention||Ice-pick scars||Adult acne||History of acne||Acne treatment||Nodulocystic acne||Whitehead (acne)
Acoelomate,Acoelomata
Acoelorrhaphe,Acoelorrhaphe wrightii||Everglades palm||Acanthosabal||Paurotis||Paurotis palm||Acoelorraphe||Acoelorraphe wrightii||Everglade palm||Madiera palm||Paurotis Palm||Silver saw palmetto||Acanthosabal caespitosa||Acoelorrhaphe arborescens||Acoelorrhaphe pinetorum||Brahea psilocalyx||Copernicia wrightii||Paurotis androsana||Paurotis psilocalyx||Paurotis schippii||Paurotis wrightii||Serenoa arborescens
Aconitine,C34H47NO11||Queen of Poisons
Acorn,Acorns||Acorn as food||Acorn (fruit of the oak tree)||Acorn (seed)||Fruit of the oak tree
AcornWoodpecker,Melanerpes formicivorus
AcousticNoiseLevel,Loudest||Loudly||Loudnesses||Plangently||LOUDNESS||Sound volume||Volume (electronics)||Volume (sound)
Acridinae,silent slant-faced grasshoppers
AcrisCrepitans,Acris crepitans
Acrobat,Acrobatic performance||Acrobatic||Aeromatics||Acrobacies||Acrobacy||Acrobatical||Acrobatically||Sport acrobatics||Acro-Gymnastics
Acrocanthosaurus,Acracanthus||Acrocanthosaurus atokensis
AcrocerasMacrum,Nile grass||Nyl grass
AcrocomiaGlaucophylla,grugru palm||coyol palm||macauba palm||macaúba palm||macaw palm
Acrolein,2-propenal||Acraldehyde||Acrylic aldehyde||Allyl aldehyde||Ethylene aldehyde||Propenal||Acrylaldehyde
Acrolepia,Antispastis
AcrolophitusPulchellus,Idaho Point-headed Grasshopper
AcromioClavicularJoint,Acromioclavicular||Acromioclavicular articulation||Articulatio acromioclavicularis||Scapuloclavicular articulation||AC joint
Acromion,Acromion process||Acromium||Os acromiale||Acromion of the scapula||Acromial
Acrophobia,Fear of heights||Altophobia||Acrophobic||Altophobic||Phobia of heights
Acrostic-IBO,"Mesostich||Acrostic poetry||Pruntiform||Psalms, Alphabetic||Acrostics||Acrostic poem||Alphabetic Psalms"
AcrylicFiber,Dralon||Acrylic fibre||Orlon||Acrylic plastics||Acrylic fibers||Acrylic Fiber||Acryl fiber
AcrylicPaint,Acrylic Paint||Acryl paint||Acrylic painting||Acrylic Painting||Acrylic colour||Acrylic paints||Latex paint
AcrylicPlastic,Acrylic Resins||Acrylic resins||acrylic fiber
Acrylonitrile,CH2CHCN||Cyanoethene||Vinylcyanide||2-propenenitrile||Butadiene styrene resin||2-Propenenitrile||Cyanoethylene||Vinyl cyanide||Propenenitrile
Act-Dramatic,Act (theater)||Act (theatre)
Acting,Off-book||Acting technique||Off book
ActingCompany,Lusores Regis||Playing companies||Acting company||Acting troop||Acting troupe||Traveling company
Actinidain,Actinidin||Actinidia anionic protease||EC 3.4.22.14||Proteinase A2 of Actinidia chinensis
Actinium,Ac||Actinium||element 89||emanium||89Ac
Actinobacillus-Genus,Actinobacillus infection||Actinobacillus infections
Actinolite,Byssolite||Actinolit||Actinolita||Actinolithe||Actinolota||Actynolin||Actynolit||Actynolita||Actynolite||Aktinolith||Attinoto||Stibolit||Stibolita||Strahlstein||Stralit||Stralita||Stralite||Zillerthit||Zillerthita||Zillerthite||Zillertit||Zillertite||Nefrite||Uralite||Actinole
Actinomycetales-Order,Actinomycetales infection||Actinomycetales infections||Aktinomycete
ActinotusHelianthi,Flannel flower||Sydney flannel flower
ActionFigure-Toy,action figures
ActionMovie,Action comedy||Action drama||Action comedy film||Gun movie||ActionFilm||Action Film||Dick flick||Action cinema||Action-adventure movie||Action adventure movie||Action movie||Action movies||Action films
ActionOnObject,bolt-action
ActionTypeByLegality,Principle of legality||Legalities||Legality principle
Activism,Public activism||Transformational activism||Activist group||Political Activist||Civil activist||Activist||Activists||Activism industry||Community activist||Political activists||Activist groups||Political activity||Activism (politics)||Social activism||Political activist||Political reformer||Social Activist||Social activist||Social activists||Political activism||Civil rights activist||Community Activist||Community activism||Activist organizations||Activist organization||Educational activist
ActOfDissent,Dissenting Opinion||Dissent in part
Actor,Movie actor||Film Actor||Actors and Actresses||Actress||Actresses||Actors||Film actor||American actor||American actress||Television actor||Craig Watkinson||Joyu||Stage actress||Theater actor||Theatre actor||Theatre actress||Stage actors||Television star||Movie actress||Film actress||Stage actor||Actors and actresses||Actor & Actress
Actor-Voice,voice actress||voice artist||voice-over performer
ActorInMusicals,musical theater actor||musical theater actress||musical theatre actress
ActorInPlays,stage actress||theater actor||theater actress||theatre actor||theatre actress
ActorOnTV,actor||actress||TV actor||television actress||TV actress
Acts-BookOfBible,Acts of the Holy Spirit||Book of Act||Acts of the apostles||Acts Of The Apostles||Acts 19:11-12||The Book of Acts||Acta Apostolorum||New Testament stories||Book of Acts||Práxeis tôn Apostólōn||Āctūs Apostolōrum||Act.||Acts 19:5||Acts||Book of acts||The Acts of the Apostles||Acts 2:38||Acts of Apostles
Actuary,Atuário||Actuaries||Actuarial analysis||Government Actuary||Marketing actuary||Actuarian
Aculeata,Aculeate
Acupressure,Acupressure ring||Accupressure
Acupuncture,Acupuncture detoxification||Acu detox||Acupuncture analgesia||De-qi||Acupuncture in medicine||Acupunture||Cosmetic acupuncture||Chen-chiu||Jhenjiou||Zhenjiu||Acupuncture needle||Classical five element acupuncture||Laser acupuncture||De qi||Modern (Western) acupuncture||Acupuncture point injection||Acunpuncture||Japanese Acupuncture||Japanese acupuncture||Acupuncture and fibromyalgia||Acupuncture therapy||Acupuncturist||Medical acupuncture||Accupunture||Accupuncture||Acupuncturists||Scientific acupuncture||Scientific theories regarding acupuncture||Sonopuncture||Acupuncture face-lift
AcuraCar,Honda Acura
AcuraIntegraCar,Honda Quint Integra||Honda Integra Type-R||Honda Integra R||Rover 416i||Acura Integra GS-R||Acura Integra R||ITR||Honda Integra Type R||Honda Integra VTi-R||Honda Integra VTiR||Acura Integra Type R||Honda Integra Type S||Integra Type-R||Isuzu Vertex||Acura Integra||Honda Integra (Europe)||Honda Integra (Japan)||Gsr blades
AcuraNSXCar,Acura NSX||Honda nsx||Acura nsx||Acura NSX (2015)||Yamasa Raggio
AcuraRLCar,Acura rl||Acura 3.5RL
AcuraTLCar,Acura tl||Acura 3.2 TL||Acura 3.2TL
AcuteMyelogenousLeukemia,AML||Acute Myeloid Leukemia||Acute Myeloid Leukemia (AML)||Acute Granulocytic Leukemia||acute myeloblastic leukemia||Acute Myelocytic Leukemia||acute myelogenous leukemia||Acute myelogenous leukemia; AML||Acute Myelogenous Leukemias||acute myeloid leukaemia||Acute non lymphoblastic leukemia||Acute Nonlymphocytic Leukemia||AML - acute Myeloid Leukemia||ANLL||Hematopoeitic - Acute Myleogenous Leukemia (AML)||Leukemia||Acute Myelogenous||LEUKEMIA||ACUTE MYELOID||Leukemia||Acute Myeloid||Susceptibility to||LEUKEMIA||ACUTE MYELOID; AML||Leukemia||Myelocytic||acute||myeloid leukemia||acute
Acyclovir,Acihexal||Acyclovir||C8H11N5O3||Zovirax||Alti-Acyclovir||Avirax||Vipral||Virorax||Zovir||Acycloguanosine||Sovirax||ATC code D06BB03||ATC code J05AB01||ATC code S01AD03||ATCvet code QD06BB03||ATCvet code QJ05AB01||ATCvet code QS01AD03||Acyclovir sodium||Vacyclovir
AcylHalide,Acyl Halide||Acid halides||Acyl halides||Acyl Halides||Acyl fluoride||Acyl iodide||Acid halide||Acyl bromide||Acid Halide||Haloformate||Alkanoyl halide||Alkanoyl halides
Adamite,Adamine||Adamit (mineral)||Adamita||Adamite (of Friedel)
Adamsite,Diphenylaminechloroarsine||Diphenylaminechlorarsine||Diphenylaminearsine
Adaptation,Adequate||Adaptedness||Adaptation (biology)||Counter-adaptation||Counteradaptation||Adaptive Evolution||Adaptive trait||Evolutionary adaptation||Counter-adaptations||Counteradaptations||Adaption||Biological adaptation||Adaptating||Adapted||Biological adaption||Adaptations||Physiological adaptations||Structural adaptation||Adaptive evolution
Adderall,amphetamine and dextroamphetamine mixed salts||amphetamine mixed salts||amphetamine salt combo||amphetamine salts
Addiction,Anti-addiction||Anti-addictive||Drug-addicted||Addictive drug||Addictive stimuli||Addictive stimulus||Addicts||Addictive disorders||-holic||Addictive||Addict||Drug addict||Addicted to drugs||Addiction research||Drug addiction treatment||Habit forming||Behavioral sensitization||Drug-addiction||Addictions||Drug addicts||Anti-addictive agent||Anti-addictive drug||Antiaddictive||Antiaddictive agent||Antiaddictive drug||Drug seeking behaviour||Chemical addiction||Addiction to drugs||Addictive potential||Drug addictions||Substance addiction||Drug addiciton||Behavioural sensitisation||Neurobiological Addiction||Addictive drugs||Addiction diseases||Therapy for addictions||Reward sensitization||Psychological dependency||-holism||Aholic||Oholic||-aholic||Psychological Addiction||Drug sensitization||Additcion||Drug addiction||Addictiveness||Psychological addiction||Psychological addictions||Psychologically addictive
AddisonsDisease,Addison disease||Addison disease||chronic adrenal insufficiency||Adrenal aplasia||Adrenal gland hypofunction||adrenal hypoplasia||ADRENOCORTICAL HYPOFUNCTION||CHRONIC PRIMARY CONGENITAL||ADRENOCORTICAL||Little Man Syndrome||CHRONIC PRIMARY CONGENITAL||hypoadrenalism||HYPOADRENOCORTICISM||FAMILIAL||hypocortisolism||primary adrenocortical insufficiency||primary hypoadrenalism
Address-PhysicalLocationDesignator,Binary address||Real address
AddressBook,Address Book||Address book (application)||Address book (software)||Software address book||Contacts manager||Mobile phone address book||Contact book||Addressbook
Addressin,MADCAM1 (gene)||MADCAM1||MadCAM-1||MadCAM1||MAdCAM-1||Mucosal vascular addressin cell adhesion molecule 1 (MADCAM1)
AdductorBrevis,Adductor brevis||Adductores brevis
AdductorLongus,Adductor longus muscles||Adductor longus
AdductorMagnus,Musculus adductor magnus||Adductor Magnus||Adductor magnus
AdductorPollicis,Musculus adductor pollicis||Adductor obliquus pollicis||Musculus adductor obliquus pollicis||Adductor pollicis||Adductor pollicis obliquus||Adductor pollicis transversus||Adductor transversus pollicis
AdeliePenguin,Adelie penguin||AdÈlie penguin||Pygoscelis adeliae
Adenine-Base,"A||Ade||1,6-Dihydro-6-iminopurine||1H-Purin-6-amine||1H-Purine-6-amine||3,6-Dihydro-6-iminopurine||6-Amino-1H-purine||6-Amino-3H-purine||6-Amino-7H-purine||6-Amino-9H-purine||6-Amino-Purine||6-Aminopurine||7H-purin-6-amine||9H-Purin-6-yl-amin||9H-Purin-6-ylamine||9H-Purine-6-amine||Adenin||Adenine||ADENINE||Adeninimine||Vitamin B4"
AdenineDeoxyribonucleotide,Leuco-4||Pedatisectine B||6-aminopurine||Adenin||Adenide||Adenine nucleotides
AdenineNucleotide,Adenine nucleotide||Adenine nucleotide carrier
Adenomyosis,ADENOMYOSIS||Adenomyosis - uterine endomet.||Adenomyosis of the Uterus||Adenomyosis of Uterus||endometriosis interna||Endometriosis interna||Endometriosis interna (disorder)||Endometriosis of myometrium||Endometriosis of myometrium (disorder)||Endometriosis of uterus (disorder)||Endometriosis of uterus NOS (disorder)||Endometriosis||myometrium||myometrium endometriosis (disease)||uterine adenomyosis||Uterine Corpus Adenomyosis||Uterus Corpus Adenomyosis
Adenophorea,Aphasmidia
AdenosineDiphosphate,Adenosive diphosphate||Adenosine diphosphate sugars||Adenosinediphosphate||Adenosine-diphosphoric acid||Adenosine 5'-diphosphate
AdenosineReceptors,"Adenosine receptors||P1 receptors||P1 receptor||MRS-1191||MRS-1523||MRS-3558||ATL-146e||Cl-IB-MECA||KW6002||MRE3008F20||MRS1191||MRS1523||MRS3558||Receptor, adenosine a1||Receptor, adenosine a2a||Receptor, adenosine a2b||Receptor, adenosine a3||Receptors, adenosine a2"
AdenosineTriphosphate,ATP (molecule)||Adenyl triphosphate||Adephos||Adetol||Adynol||Atipi||Atriphos||Cardenosine||Fosfobion||Glucobasin||Myotriphos||Phosphobion||Striadyne||Triadenyl||Triphosphaden||Adenosine Triphospate||Adenosine Triphosphate||Adenosinetriphosphate||Adenosine-triphosphoric acid||ATP cycle||ATP/ADP cycle||Adenylate charge||Adenosine 5'-triphosphate||Adenosine tri-phosphate||ATP thermochemistry||Adenosine triphosphoric acid||C₁₀H₁₆N₅O₁₃P₃
Aderidae,Antlike leaf beetle||Ant-like leaf beetle
Adetomyrma,Dracula ant||Adetomyrma sp. mad-01||Dracula Ant||Dracula ants||Vampire ant||Vampire ants
AdhesiveTape,tape
Adinazolam,Deracyn||ATC code N05BA07||ATCvet code QN05BA07
AdipicAcid,"(CH2)4(CO2H)2||Butane-1,4-dicarboxylic acid||Adipic acids||1,6-hexanedioic acid||Hexanedioic acid"
Adipokine,Adipokines||Adipocytokine
AdirondackMountains,Adirondacks||Adirondack mountains||Adirondak Mountains||Adirondaks||Adirondack Region||Adirondack Mountain||Adirondack mountain
Adirondacks,Adirondacks||Adirondack mountains||Adirondak Mountains||Adirondaks||Adirondack Region||Adirondack Mountain||Adirondack mountain
AdjustableWrench,Adjustable end wrench||Shifter (tool)||Adjustable wrench||Shifting spanner||English key||Crescent Wrench||Adjustable wrenches
AdministrativeDepartment,Conseil general||Conseiller General||Departements francais||French departements||Département||French Department||Département of France||French departments||Departments in France||Departements of france||Departments of france||Départements français||Département in France||Départments of France||General Councils of France||General councils of france||Departemant (France)||Departement of France||Department (France)||Départements of France||General Council of Alsace||Department in France||Conseil General||General council (France)||Conseiller Général||Department of France||Departments of Frnace||Departament of France||French Departments||French department||List of departments of France||Conseiller général||Départemant (France)||Départment in France||Departement||French départements||Departements of France||Departement in France||Département français
AdministrativeDistrict,Administrative districts||Administrative Division||Sub-national entity||Second-level administrative subdivision||Second level administrative division||Subnational entities||Administrative divisions||Sub-national jurisdiction||Country subdivisions||Subnational entity||Sub-Nation||Administrative subdivisions||Political subdivison||Second level administrative subdivision||Statoid||Regional Government||Administrative district||Country subdivision||Political subdivisions||Administration subdivision||Country branch||Subnational||Political subdivision||Administrative unit||Unit of administration||Administrative area||Subnation||Administrative subdivision||Administrative subdivison||National subdivision||Subnational administrative division||Subnational administrative region||Subnational political division
