id,type,subPropertyOf,domain,range
rc:frequency,owl:DatatypeProperty,kko:qualitiesData,kko:AudioInfo,xsd:decimal
rc:fuel_consumption,owl:DatatypeProperty,kko:quantitiesData,rc:Automobile,xsd:decimal
rc:fuel_efficiency,owl:DatatypeProperty,kko:quantitiesData,rc:Automobile,xsd:decimal
rc:fuel_type,owl:DatatypeProperty,kko:classificationsData,rc:AutoEngine,xsd:string
rc:fusion_enthalpy,owl:DatatypeProperty,kko:qualitiesData,rc:Matter,xsd:decimal
rc:galaxy_morphological_type,owl:DatatypeProperty,kko:classificationsData,rc:Galaxy,xsd:string
rc:game_location,owl:DatatypeProperty,kko:situantsData,rc:ComputerGameProgram_Graphical||rc:VideoGameSeries,xsd:string
rc:game_platform,owl:DatatypeProperty,kko:extrinsicsData,rc:ComputerGameProgram_Graphical||rc:VideoGameSeries,xsd:string
rc:gdp_ppp,owl:DatatypeProperty,kko:ratingsData,rc:Country,xsd:decimal
rc:gender,owl:DatatypeProperty,kko:qualitiesData,kko:Persons,xsd:string
rc:general_formula,owl:DatatypeProperty,kko:formsData,rc:ChemicalSubstance,xsd:string
rc:genomic_end,owl:DatatypeProperty,kko:situantsData,rc:Gene_HereditaryUnit,xsd:string
rc:genomic_start,owl:DatatypeProperty,kko:situantsData,rc:Gene_HereditaryUnit,xsd:string
rc:genre_schema,owl:DatatypeProperty,kko:classificationsData,rc:Broadcasting,xsd:string
rc:geo,owl:DatatypeProperty,kko:situantsData,kko:Places,xsd:string
rc:geo_midpoint,owl:DatatypeProperty,kko:quantitiesData,kko:Manifestations,xsd:string
rc:geo_radius,owl:DatatypeProperty,kko:quantitiesData,kko:Manifestations,xsd:decimal
rc:geoshape,owl:DatatypeProperty,kko:formsData,rc:GeographicalRegion,xsd:string
rc:gestation_period,owl:DatatypeProperty,kko:qualitiesData,kko:Animals,xsd:decimal
rc:gini_coefficient,owl:DatatypeProperty,kko:classificationsData,rc:Country,xsd:decimal
rc:greater,owl:DatatypeProperty,kko:equivalencesData,rc:Comparisons,xsd:string
rc:greater_or_equal,owl:DatatypeProperty,kko:equivalencesData,rc:Comparisons,xsd:string
rc:gross_tonnage,owl:DatatypeProperty,kko:quantitiesData,rc:WaterTransportationVehicle,xsd:decimal
rc:half_life,owl:DatatypeProperty,kko:qualitiesData,rc:UnalloyedMetal,xsd:decimal
rc:has_command_line_option,owl:DatatypeProperty,kko:formsData,rc:ComputerProgram,xsd:string
rc:heart_rate,owl:DatatypeProperty,kko:ratingsData,rc:TaxonomyBiology,xsd:decimal
rc:height,owl:DatatypeProperty,kko:qualitiesData,owl:Thing,xsd:decimal
rc:high_price,owl:DatatypeProperty,kko:quantitiesData,rc:AggregateOffer,xsd:decimal
rc:hornbostel_sachs_classification,owl:DatatypeProperty,kko:classificationsData,rc:MusicEquipment,xsd:string
rc:http_method,owl:DatatypeProperty,kko:elementalsData,rc:DynamicIndexedInfoSource,xsd:string
rc:human_development_index,owl:DatatypeProperty,kko:classificationsData,rc:Country,xsd:decimal
rc:hydraulic_head,owl:DatatypeProperty,kko:qualitiesData,rc:HydroelectricDam,xsd:decimal
rc:icd_10_pcs,owl:DatatypeProperty,kko:classificationsData,kko:Diseases,xsd:string
rc:icd_o,owl:DatatypeProperty,kko:classificationsData,rc:AilmentCondition,xsd:string
rc:icpc_2_id,owl:DatatypeProperty,kko:classificationsData,rc:AilmentCondition,xsd:string
rc:idlh,owl:DatatypeProperty,kko:qualitiesData,rc:ChemicalSubstance,xsd:decimal
rc:in_language,owl:DatatypeProperty,kko:conjoinsData,rc:TextualPCW,xsd:string
rc:incentive_compensation,owl:DatatypeProperty,kko:qualitiesData,rc:JobListing,xsd:string
rc:incentives,owl:DatatypeProperty,kko:qualitiesData,rc:JobListing,xsd:string
rc:inception,owl:DatatypeProperty,kko:eventualsData,kko:Organizations,xsd:string
rc:incidence,owl:DatatypeProperty,kko:performancesData,rc:MedicalFieldOfStudy,xsd:decimal
rc:industry_schema,owl:DatatypeProperty,kko:typingsData,rc:JobListing,xsd:string
rc:ineligible_region,owl:DatatypeProperty,kko:situantsData,rc:Pricing,xsd:string
rc:inflation_rate,owl:DatatypeProperty,kko:ratingsData,rc:Country,xsd:decimal
rc:ingredients,owl:DatatypeProperty,kko:partsData,rc:Recipe,xsd:string
rc:installed_capacity,owl:DatatypeProperty,kko:qualitiesData,rc:PowerGenerationComplex,xsd:decimal
rc:interaction_statistic,owl:DatatypeProperty,kko:extrinsicsData,rc:ConceptualWork,xsd:decimal
rc:interactivity_type,owl:DatatypeProperty,kko:typingsData,rc:ConceptualWork,xsd:string
rc:interest_rate,owl:DatatypeProperty,kko:quantitiesData,rc:FinancialAsset,xsd:decimal
rc:international_standard_industrial_classification_code_rev_4,owl:DatatypeProperty,kko:classificationsData,rc:Industry_Localized,xsd:string
rc:inventory_level,owl:DatatypeProperty,kko:quantitiesData,rc:CommercialProposal,xsd:decimal
rc:ionization_energy,owl:DatatypeProperty,kko:qualitiesData,rc:Measurement,xsd:decimal
rc:is_accessible_for_free,owl:DatatypeProperty,kko:conjoinsData,rc:ConceptualWork,xsd:boolean
rc:is_based_on_url,owl:DatatypeProperty,kko:descendantsData,rc:ConceptualWork,xsd:string
rc:is_family_friendly,owl:DatatypeProperty,kko:conjoinsData,rc:ConceptualWork,xsd:boolean
rc:is_gift,owl:DatatypeProperty,kko:conjoinsData,rc:Receipt,xsd:boolean
rc:is_live_broadcast,owl:DatatypeProperty,kko:qualitiesData,rc:Broadcasting,xsd:boolean
rc:isco_occupation_code,owl:DatatypeProperty,kko:classificationsData,rc:PersonTypeByOccupation,xsd:string
rc:isomeric_smiles,owl:DatatypeProperty,kko:extrinsicsData,rc:ChemicalSubstance,xsd:string
rc:isospin_quantum_number,owl:DatatypeProperty,kko:qualitiesData,rc:SubAtomicParticle,xsd:decimal
rc:isospin_z_component,owl:DatatypeProperty,kko:qualitiesData,rc:SubAtomicParticle,xsd:decimal
rc:isq_dimension,owl:DatatypeProperty,kko:quantitiesData,owl:Thing,xsd:decimal
rc:job_benefits,owl:DatatypeProperty,kko:qualitiesData,rc:JobListing,xsd:string
rc:kinematic_viscosity,owl:DatatypeProperty,kko:qualitiesData,rc:Matter,xsd:decimal
rc:kld_b_2010_occupation_code,owl:DatatypeProperty,kko:classificationsData,rc:PersonTypeByOccupation,xsd:string
rc:known_vehicle_damages,owl:DatatypeProperty,kko:situantsData,rc:Automobile,xsd:string
rc:language_schema,owl:DatatypeProperty,kko:conjoinsData,rc:TextualPCW,xsd:string
rc:last_reviewed,owl:DatatypeProperty,kko:eventualsData,rc:WebPage,
rc:latest_date,owl:DatatypeProperty,kko:eventualsData,kko:EventTypes,xsd:string
rc:latitude,owl:DatatypeProperty,kko:quantitiesData,kko:Manifestations,xsd:decimal
rc:latvian_national_address_register_id,owl:DatatypeProperty,kko:classificationsData,kko:Places,xsd:string
rc:learning_resource_type,owl:DatatypeProperty,kko:typingsData,rc:ConceptualWork,xsd:string
rc:length,owl:DatatypeProperty,kko:qualitiesData,kko:Shapes,xsd:decimal
rc:lesser,owl:DatatypeProperty,kko:equivalencesData,rc:Comparisons,xsd:string
rc:lesser_or_equal,owl:DatatypeProperty,kko:equivalencesData,rc:Comparisons,xsd:string
rc:library_of_congress_classification,owl:DatatypeProperty,kko:classificationsData,owl:Thing,xsd:string
rc:life_expectancy,owl:DatatypeProperty,kko:quantitiesData,rc:TaxonomyBiology,xsd:decimal
rc:light_characteristic_of_lighthouse,owl:DatatypeProperty,kko:formsData,rc:Lighthouse,xsd:string
rc:light_sector,owl:DatatypeProperty,kko:situantsData,rc:Lighthouse,xsd:string
rc:lighthouse_range,owl:DatatypeProperty,kko:qualitiesData,rc:Lighthouse,xsd:decimal
rc:line,owl:DatatypeProperty,kko:formsData,rc:GeometricFigure,xsd:string
rc:loan_term,owl:DatatypeProperty,kko:quantitiesData,rc:TemporaryUserRightsAgreement,xsd:decimal
rc:lodging_unit_type,owl:DatatypeProperty,kko:classificationsData,rc:TravelReservation,xsd:string
rc:longest_span,owl:DatatypeProperty,kko:qualitiesData,rc:Bridge,xsd:decimal
rc:longitude,owl:DatatypeProperty,kko:quantitiesData,kko:Manifestations,xsd:decimal
rc:longitude_of_ascending_node,owl:DatatypeProperty,kko:qualitiesData,rc:AstronomicalObject,xsd:decimal
rc:low_price,owl:DatatypeProperty,kko:quantitiesData,rc:AggregateOffer,xsd:decimal
rc:lower_flammable_limit,owl:DatatypeProperty,kko:qualitiesData,rc:OrganicMaterial,xsd:decimal
rc:lowest_atmospheric_pressure,owl:DatatypeProperty,kko:qualitiesData,rc:WeatherEvent,xsd:decimal
rc:luminosity,owl:DatatypeProperty,kko:qualitiesData,rc:AstronomicalObject,xsd:decimal
rc:luminous_intensity,owl:DatatypeProperty,kko:qualitiesData,rc:Lighthouse,xsd:decimal
rc:main_content_of_page,owl:DatatypeProperty,kko:formsData,rc:WebPage,xsd:string
rc:mains_voltage,owl:DatatypeProperty,kko:qualitiesData,rc:Country,xsd:decimal
rc:male_population,owl:DatatypeProperty,kko:quantitiesData,rc:HumanPopulation,xsd:decimal
rc:market_capitalization,owl:DatatypeProperty,kko:quantitiesData,rc:PubliclyHeldOrganization,xsd:decimal
rc:marriageable_age,owl:DatatypeProperty,kko:extrinsicsData,kko:Persons,xsd:decimal
rc:mass,owl:DatatypeProperty,kko:qualitiesData,kko:Manifestations,xsd:decimal
rc:mass_excess,owl:DatatypeProperty,kko:quantitiesData,rc:Matter,xsd:decimal
rc:matches_games_drawn_tied,owl:DatatypeProperty,kko:quantitiesData,rc:SportsCompetition,xsd:decimal
rc:max_price,owl:DatatypeProperty,kko:quantitiesData,rc:CommercialProposal,xsd:decimal
rc:max_value,owl:DatatypeProperty,kko:quantitiesData,rc:Pricing,xsd:decimal
rc:maximal_incubation_period_in_humans,owl:DatatypeProperty,kko:ratingsData,rc:HomoSapiens_asAnimal,xsd:decimal
rc:maximum_attendee_capacity,owl:DatatypeProperty,kko:quantitiesData,rc:PublicPlace,xsd:decimal
rc:maximum_capacity,owl:DatatypeProperty,kko:qualitiesData,rc:HumanOccupationConstruct,xsd:decimal
rc:maximum_date_property_constraint,owl:DatatypeProperty,kko:eventualsData,owl:Thing,xsd:string
rc:maximum_frequency_of_audible_sound,owl:DatatypeProperty,kko:quantitiesData,rc:TaxonomyBiology,xsd:decimal
rc:maximum_glide_ratio,owl:DatatypeProperty,kko:ratingsData,rc:FixedWingAircraft,xsd:decimal
rc:maximum_gradient,owl:DatatypeProperty,kko:quantitiesData,rc:TravelRoute,xsd:decimal
rc:maximum_number_of_players,owl:DatatypeProperty,kko:quantitiesData,rc:Game,xsd:decimal
rc:maximum_operating_altitude,owl:DatatypeProperty,kko:qualitiesData,rc:TransportationDevice,xsd:decimal
rc:maximum_size_or_capacity,owl:DatatypeProperty,kko:elementalsData,rc:ComputerStorageDevice,xsd:decimal
rc:maximum_strahler_number,owl:DatatypeProperty,kko:ratingsData,rc:Stream,xsd:decimal
rc:maximum_sustained_winds,owl:DatatypeProperty,kko:quantitiesData,rc:WeatherEvent,xsd:decimal
rc:maximum_wavelength_of_sensitivity,owl:DatatypeProperty,kko:elementalsData,rc:MeasuringDevice||rc:OpticalDevice,xsd:decimal
rc:meal_service,owl:DatatypeProperty,kko:elementalsData,rc:CommercialPassengerFlight,xsd:string
rc:mean_age,owl:DatatypeProperty,kko:ratingsData,rc:PopulatedPlace,xsd:decimal
rc:mean_anomaly,owl:DatatypeProperty,kko:qualitiesData,rc:AstronomicalObject,xsd:decimal
rc:mean_lifetime,owl:DatatypeProperty,kko:qualitiesData,rc:SubAtomicParticle,xsd:decimal
rc:median_income,owl:DatatypeProperty,kko:ratingsData,rc:PopulatedPlace,xsd:decimal
rc:median_lethal_dose,owl:DatatypeProperty,kko:extrinsicsData,rc:ChemicalSubstance,xsd:decimal
rc:melting_point,owl:DatatypeProperty,kko:qualitiesData,kko:Manifestations,xsd:decimal
rc:member_count,owl:DatatypeProperty,kko:quantitiesData,kko:Organizations,xsd:decimal
rc:memory_requirements,owl:DatatypeProperty,kko:quantitiesData,rc:SoftwareObject_Individual,xsd:string
rc:metallicity,owl:DatatypeProperty,kko:qualitiesData,rc:AstronomicalObject,xsd:decimal
rc:mileage_from_odometer,owl:DatatypeProperty,kko:quantitiesData,rc:Automobile,xsd:decimal
rc:min_price,owl:DatatypeProperty,kko:quantitiesData,rc:CommercialProposal,xsd:decimal
rc:min_value,owl:DatatypeProperty,kko:quantitiesData,rc:Pricing,xsd:decimal
rc:minimal_incubation_period_in_humans,owl:DatatypeProperty,kko:ratingsData,rc:HomoSapiens_asAnimal,xsd:decimal
rc:minimal_lethal_dose,owl:DatatypeProperty,kko:extrinsicsData,rc:ChemicalSubstance,xsd:decimal
rc:minimum_age,owl:DatatypeProperty,kko:eventualsData,kko:Persons,xsd:decimal
rc:minimum_date_property_constraint,owl:DatatypeProperty,kko:eventualsData,owl:Thing,xsd:string
rc:minimum_explosive_concentration,owl:DatatypeProperty,kko:qualitiesData,rc:ChemicalSubstance,xsd:decimal
rc:minimum_frequency_of_audible_sound,owl:DatatypeProperty,kko:qualitiesData,rc:TaxonomyBiology,xsd:decimal
rc:minimum_number_of_players,owl:DatatypeProperty,kko:quantitiesData,rc:Game,xsd:decimal
rc:minimum_payment_due,owl:DatatypeProperty,kko:quantitiesData,rc:Bill_PaymentRequest,xsd:string
rc:minimum_wavelength_of_sensitivity,owl:DatatypeProperty,kko:elementalsData,rc:MeasuringDevice||rc:OpticalDevice,xsd:decimal
rc:model_schema,owl:DatatypeProperty,kko:classificationsData,kko:Products,xsd:string
rc:modified_time,owl:DatatypeProperty,kko:eventualsData,rc:Reservation,
rc:mohs_hardness,owl:DatatypeProperty,kko:qualitiesData,kko:NaturalSubstances,xsd:decimal
rc:multiple_values,owl:DatatypeProperty,kko:elementalsData,rc:Pricing,xsd:boolean
rc:music_composition_form,owl:DatatypeProperty,kko:formsData,rc:MusicalComposition,xsd:string
rc:musical_key,owl:DatatypeProperty,kko:classificationsData,rc:MusicalComposition,xsd:string
rc:muzzle_velocity,owl:DatatypeProperty,kko:quantitiesData,rc:Gun,xsd:decimal
rc:named_position,owl:DatatypeProperty,kko:formsData,rc:SocialRole,xsd:string
rc:natural_abundance,owl:DatatypeProperty,kko:classificationsData,rc:UnalloyedMetal,xsd:decimal
rc:netWorth,owl:DatatypeProperty,kko:quantitiesData,kko:Persons,xsd:string
rc:net_profit,owl:DatatypeProperty,kko:quantitiesData,rc:LegalCorporation,xsd:decimal
rc:net_tonnage,owl:DatatypeProperty,kko:quantitiesData,rc:CargoShip,xsd:decimal
rc:net_worth,owl:DatatypeProperty,kko:quantitiesData,kko:Persons,xsd:decimal
rc:neutron_number,owl:DatatypeProperty,kko:qualitiesData,kko:AtomsElements,xsd:decimal
rc:nfpa_fire,owl:DatatypeProperty,kko:classificationsData,rc:ChemicalSubstance,xsd:string
rc:nfpa_health,owl:DatatypeProperty,kko:classificationsData,rc:ChemicalSubstance,xsd:string
rc:nfpa_instability,owl:DatatypeProperty,kko:classificationsData,rc:ChemicalSubstance,xsd:string
rc:nfpa_special,owl:DatatypeProperty,kko:classificationsData,rc:ChemicalSubstance,xsd:string
rc:nickel_strunz_10_th_ed_review_of_9_th_ed_2009_update,owl:DatatypeProperty,kko:classificationsData,rc:Mineral,xsd:string
rc:nickel_strunz_9_th_edition_updated_2009,owl:DatatypeProperty,kko:classificationsData,rc:Mineral,xsd:string
rc:nominal_gdp,owl:DatatypeProperty,kko:classificationsData,rc:PopulatedPlace,xsd:decimal
rc:nominal_gdp_per_capita,owl:DatatypeProperty,kko:ratingsData,rc:Country,xsd:decimal
rc:non_equal,owl:DatatypeProperty,kko:equivalencesData,rc:Equivalences,xsd:string
rc:num_adults,owl:DatatypeProperty,kko:quantitiesData,rc:TravelReservation,xsd:decimal
rc:num_children,owl:DatatypeProperty,kko:quantitiesData,rc:TravelReservation,xsd:decimal
rc:num_tracks,owl:DatatypeProperty,kko:quantitiesData,rc:RecordedSoundProduct,xsd:decimal
rc:numberOfEpisodes,owl:DatatypeProperty,kko:quantitiesData,rc:CalendarSeasonType,xsd:decimal
rc:numberOfPages,owl:DatatypeProperty,kko:quantitiesData,rc:Book,xsd:decimal
rc:numberOfSeasons,owl:DatatypeProperty,kko:quantitiesData,rc:MediaSeriesProduct,xsd:decimal
rc:number_of_airbags,owl:DatatypeProperty,kko:quantitiesData,rc:Automobile,xsd:decimal
rc:number_of_axles,owl:DatatypeProperty,kko:quantitiesData,rc:Automobile,xsd:decimal
rc:number_of_beds,owl:DatatypeProperty,kko:quantitiesData,rc:Lodging,xsd:decimal
rc:number_of_cases,owl:DatatypeProperty,kko:quantitiesData,rc:AilmentCondition,xsd:decimal
rc:number_of_casualties,owl:DatatypeProperty,kko:quantitiesData,kko:EventTypes,xsd:decimal
rc:number_of_children,owl:DatatypeProperty,kko:quantitiesData,kko:Persons,xsd:decimal
rc:number_of_clubs,owl:DatatypeProperty,kko:quantitiesData,rc:SportsClub,xsd:decimal
rc:number_of_cylinders,owl:DatatypeProperty,kko:formsData,rc:FuelPoweredDevice,xsd:decimal
rc:number_of_deaths,owl:DatatypeProperty,kko:quantitiesData,rc:NaturalHazard,xsd:decimal
rc:number_of_doors,owl:DatatypeProperty,kko:quantitiesData,rc:Automobile,xsd:decimal
rc:number_of_elevators,owl:DatatypeProperty,kko:formsData,rc:Building,xsd:decimal
rc:number_of_employees,owl:DatatypeProperty,kko:quantitiesData,rc:Audience,xsd:decimal
rc:number_of_episodes,owl:DatatypeProperty,kko:quantitiesData,rc:ConceptualWork,xsd:decimal
rc:number_of_forward_gears,owl:DatatypeProperty,kko:quantitiesData,rc:Automobile,xsd:decimal
rc:number_of_graves,owl:DatatypeProperty,kko:quantitiesData,rc:Graveyard,xsd:decimal
rc:number_of_households,owl:DatatypeProperty,kko:quantitiesData,rc:PopulatedPlace,xsd:decimal
rc:number_of_houses,owl:DatatypeProperty,kko:quantitiesData,rc:PopulatedPlace,xsd:decimal
rc:number_of_injured,owl:DatatypeProperty,kko:quantitiesData,kko:EventTypes,xsd:decimal
rc:number_of_items,owl:DatatypeProperty,kko:quantitiesData,rc:List_CW,xsd:decimal
rc:number_of_losses,owl:DatatypeProperty,kko:quantitiesData,rc:SportsCompetition,xsd:decimal
rc:number_of_masts,owl:DatatypeProperty,kko:formsData,rc:Ship,xsd:decimal
rc:number_of_matches_played_races_starts,owl:DatatypeProperty,kko:quantitiesData,rc:Competition,xsd:decimal
rc:number_of_missing,owl:DatatypeProperty,kko:quantitiesData,rc:NaturalHazard,xsd:decimal
rc:number_of_out_of_school_children,owl:DatatypeProperty,kko:quantitiesData,rc:PopulatedPlace,xsd:decimal
rc:number_of_pages,owl:DatatypeProperty,kko:quantitiesData,rc:Prose,xsd:decimal
rc:number_of_participants,owl:DatatypeProperty,kko:quantitiesData,kko:EventTypes,xsd:decimal
rc:number_of_parts_of_this_work_of_art,owl:DatatypeProperty,kko:quantitiesData,rc:PublishedConceptualWork,xsd:decimal
rc:number_of_perpetrators,owl:DatatypeProperty,kko:quantitiesData,rc:Event_Localized,xsd:decimal
rc:number_of_platform_tracks,owl:DatatypeProperty,kko:quantitiesData,rc:RailroadStation,xsd:decimal
rc:number_of_players,owl:DatatypeProperty,kko:quantitiesData,rc:ComputerGameProgram_Graphical||rc:VideoGameSeries,xsd:decimal
rc:number_of_players_in_region,owl:DatatypeProperty,kko:quantitiesData,rc:Sport,xsd:decimal
rc:number_of_points_goals_set_scored,owl:DatatypeProperty,kko:quantitiesData,rc:StructuredSportsEvent,xsd:decimal
rc:number_of_previous_owners,owl:DatatypeProperty,kko:quantitiesData,rc:Automobile,xsd:decimal
rc:number_of_processor_cores,owl:DatatypeProperty,kko:quantitiesData,rc:Computer,xsd:decimal
rc:number_of_records,owl:DatatypeProperty,kko:quantitiesData,rc:Measurement,xsd:decimal
rc:number_of_registered_users_contributors,owl:DatatypeProperty,kko:quantitiesData,rc:StructuredKnowledgeSource,xsd:decimal
rc:number_of_representations,owl:DatatypeProperty,kko:quantitiesData,rc:Performance,xsd:decimal
rc:number_of_representatives_in_an_organization_legislature,owl:DatatypeProperty,kko:quantitiesData,rc:PoliticalOrganization,xsd:decimal
rc:number_of_rooms,owl:DatatypeProperty,kko:quantitiesData,rc:Lodging||rc:LodgingOrganization,xsd:decimal
rc:number_of_seasons,owl:DatatypeProperty,kko:quantitiesData,rc:TVSeriesProduct,xsd:decimal
rc:number_of_seats,owl:DatatypeProperty,kko:quantitiesData,rc:LegislativeOrganization,xsd:decimal
rc:number_of_spans,owl:DatatypeProperty,kko:formsData,rc:Bridge,xsd:decimal
rc:number_of_speakers,owl:DatatypeProperty,kko:quantitiesData,rc:HumanLanguage,xsd:decimal
rc:number_of_subscribers,owl:DatatypeProperty,kko:quantitiesData,rc:SubscriberService,xsd:decimal
rc:number_of_survivors,owl:DatatypeProperty,kko:quantitiesData,rc:TransporterCrashEvent,xsd:decimal
rc:number_of_victims_of_killer,owl:DatatypeProperty,kko:quantitiesData,rc:SerialKiller,xsd:decimal
rc:number_of_wins,owl:DatatypeProperty,kko:quantitiesData,rc:SportsCompetition,xsd:decimal
rc:numbered_position,owl:DatatypeProperty,kko:quantitiesData,rc:SocialRole,xsd:decimal
rc:numeric_value,owl:DatatypeProperty,kko:qualitiesData,rc:RealNumber,xsd:decimal
rc:nutrition,owl:DatatypeProperty,kko:quantitiesData,rc:Recipe,xsd:string
rc:oath_of_office_date,owl:DatatypeProperty,kko:eventualsData,rc:OfficerInOrganization,xsd:string
rc:occupancy,owl:DatatypeProperty,kko:quantitiesData,rc:Lodging,xsd:decimal
